DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes
171514931,7/10/2017,7/9/2017,130,1566,MOORPARK ST,ENSIGN AV,"(34.1504, -118.3712)",3004 3036 3026 3101 3401 3701 4026
161519869,10/16/2016,10/16/2016,150,1523,COLDWATER CANYON AV,VICTORY BL,"(34.1867, -118.4137)",3004 3037 3026 3101 3401 3701 4015
171513712,6/17/2017,6/17/2017,215,1516,ARCHWOOD,LEMP,"(34.1922, -118.3845)",3006 3037 3028 3101 3401 3701 4015
171508114,3/11/2017,3/11/2017,400,1533,AGNES,HATTERAS,"(34.1754, -118.3954)",4026 3006 3028 3033 3030 3037 3101 3401 3701
181522618,12/11/2018,12/11/2018,630,1544,LAUREL CANYON,MAGNOLIA,"(34.1649, -118.3965)",3004 3037 3026 3101 3401 3701 4026
171517156,8/17/2017,8/17/2017,640,1532,OXNARD ST,LAUREL CANYON BL,"(34.1794, -118.3965)",3004 3028 3030 3037 3101 3401 3701 4015
161517916,9/10/2016,9/6/2016,700,1549,KLUMP AV,BURBANK BL,"(34.1722, -118.3752)",3006 3037 3030 3028 3101 3401 3701 4015
181509393,4/12/2018,4/12/2018,740,1506,SATICOY ST,VINELAND AV,"(34.2085, -118.3703)",3004 3037 3030 3028 3101 3401 3701 4026
181511932,5/29/2018,5/29/2018,745,1559,CAHUENGA BL,MAGNOLIA BL,"(34.1649, -118.3615)",3004 3037 3030 3028 3101 3401 3701 4026
151522581,12/2/2015,12/2/2015,745,1525,VICTORY BL,LANKERSHIM BL,"(34.1867, -118.3888)",3004 3037 3025 3101 3401 3701 4026
151520774,10/30/2015,10/30/2015,755,1501,ETHEL AV,BLYTHE ST,"(34.2146, -118.4164)",3004 3036 3025 3101 3401 3701 4026
171505465,1/26/2017,1/26/2017,800,1539,CLEON AV,CALIFA ST,"(34.1776, -118.3681)",
191505074,1/21/2019,1/21/2019,800,1526,LANKERSHIM BL,SYLVAN ST,"(34.1849, -118.3867)",3004 3036 3026 3101 3401 3701 4015
171507840,3/7/2017,3/7/2017,800,1504,LANKERSHIM BL,RUNNYMEDE ST,"(34.2058, -118.3878)",3004 3037 3029 3026 3101 3401 3701 4026
151519482,10/8/2015,10/7/2015,810,1535,BECK AV,COLLINS ST,"(34.174, -118.3834)",3004 3036 3026 3101 3401 3701 4015
181522439,12/7/2018,12/7/2018,815,1589,BARHAM BL,LAKESIDE PLAZA DR,"(34.1428, -118.3241)",3004 3036 3025 3401 3701 4015 3101
171509587,4/5/2017,4/5/2017,830,1527,VICTORY BL,W VINELAND AV,"(34.1867, -118.3703)",3004 3037 3026 3101 3401 3701 4026
171511957,5/17/2017,5/17/2017,835,1585,VINELAND,AQUA VISTA ST,"(34.145, -118.3706)",3004 3036 3026 3101 3401 3701 4015
161507033,2/24/2016,2/24/2016,900,1566,VINELAND AV,HOLLYWOOD FY,"(34.1474, -118.3703)",3012 3036 3029 3025 3101 3401 3701 4026
171518607,9/10/2017,9/10/2017,920,1548,RIVERTON,MAGNOLIA,"(34.1649, -118.3653)",3008 3036 3029 3026 3101 3401 3701 4015 0605
191504278,1/6/2019,1/6/2019,930,1519,VICTORY BL,AUCKLAND AV,"(34.1851, -118.3604)",3037 3004 3025 3101 3401 3701 4015
171522501,11/22/2017,11/15/2017,955,1546,RIVERSIDE DR,BECK DR,"(34.1577, -118.3834)",3004 3037 3026 3101 3401 3701 4015
151516722,8/18/2015,8/17/2015,1000,1543,VANTAGE AV,WEDDINGTON ST,"(34.1667, -118.3981)",3006 3037 3030 3028 3101 3401 3701 4026
171512128,5/21/2017,5/21/2017,1010,1523,VICTORY,GOODLAND,"(34.1867, -118.4117)",3004 3037 3026 3101 3401 3701 4026
191518712,10/10/2019,10/2/2019,1015,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",4015 3004 3028 3030 3037 3101 3401 3701
161522666,12/6/2016,12/6/2016,1030,1591,VENTURA BL,VANTAGE AV,"(34.1434, -118.3975)",3006 3028 3037 3101 3401 3701 4026 3030
181514188,7/10/2018,7/10/2018,1045,1508,VINELAND AV,VALERIO ST,"(34.2048, -118.3703)",3004 3037 3029 3026 3101 3401 3701 4026
151523840,12/26/2015,12/26/2015,1050,1515,HINDS AV,VANOWEN ST,"(34.194, -118.3911)",3006 3037 3030 3028 3101 3401 3701 4026
171515807,7/25/2017,7/25/2017,1055,1569,MARIOTA AV,RIVERSIDE DR,"(34.1522, -118.3506)",3037 3030 3028 3101 3401 3701 4026 3006
191518631,10/9/2019,10/4/2019,1100,1525,VICTORY BL,COLFAX AV,"(34.1867, -118.3878)",3602 4015 3004 3026 3029 3037 3101 3401 3701
171511049,5/1/2017,5/1/2017,1110,1549,VINELAND AV,BURBANK BL,"(34.1722, -118.3703)",3004 3037 3026 3101 3401 3701 4026
161521474,11/13/2016,11/13/2016,1115,1526,CAMELLIA AV,KITTRIDGE ST,"(34.1903, -118.3823)",3006 3037 3030 3028 3101 3401 3701 4026
161521652,11/16/2016,11/15/2016,1125,1581,LAUREL CANYON,WOODBRIDGE,"(34.1486, -118.3965)",3004 3036 3026 3101 3401 3701 4015
171516966,8/14/2017,8/14/2017,1140,1519,VANOWEN ST,RIVERTON AV,"(34.194, -118.3659)",3008 3026 3101 3401 3701 4026
181516078,8/13/2018,8/4/2018,1154,1525,VICTORY BL,RADFORD AV,"(34.1867, -118.3921)",3004 3026 3102 3401 3701 4015 3037
151507833,3/8/2015,3/8/2015,1200,1511,ATOLL AV,SHERMAN WY,"(34.2012, -118.4211)",3003 3037 3026 3101 3401 3701 4026
151519149,10/1/2015,10/1/2015,1215,1504,LANKERSHIM BL,SATICOY ST,"(34.2085, -118.3878)",3004 3037 3026 3602 3101 3401 3701 4026
151510956,5/5/2015,5/5/2015,1230,1544,LAUREL CANYON BL,LA MAIDA ST,"(34.1585, -118.3965)",3011 3037 3032 3026 3102 3401 3701 4026
191521674,11/5/2019,11/5/2019,1300,1532,WHITSETT AV,BURBANK BL,"(34.1722, -118.4052)",3004 3028 3030 3037 3101 4015
181522845,12/15/2018,12/14/2018,1340,1595,VENTURA BL,RADFORD AV,"(34.1436, -118.3929)",3004 3037 3025 3101 3401 3701 4015
171504510,1/9/2017,1/9/2017,1345,1588,BARHAM BL,DE WITT DR,"(34.1318, -118.3445)",3004 3025 3036 3034 3101 3401 3701 4026
161519081,9/30/2016,9/30/2016,1400,1559,MAGNOLIA BL,CAHUENGA BL,"(34.1649, -118.3615)",3004 3036 3030 3028 3101 3401 3701 4026
181506479,2/13/2018,2/13/2018,1400,1522,VICTORY BL,ETHEL AV,"(34.1936, -118.4166)",3004 3037 3030 3028 3101 3401 3701 4015
181514518,7/16/2018,7/16/2018,1400,1503,LAURELGROVE AV,N VANOWEN ST,"(34.194, -118.4008)",3006 3030 3028 3037 3101 3401 3701 4026
181520294,10/28/2018,10/28/2018,1415,1583,HOFFMAN,RADFORD,"(34.1463, -118.3953)",3006 3037 3030 3028 3101 3401 3701 4026
151514266,7/2/2015,7/2/2015,1415,1529,CLEON AV,SYLVAN ST,"(34.1849, -118.3681)",3006 3037 3030 3028 3101 3401 3701 4026
161511581,5/17/2016,5/17/2016,1420,1595,LAUREL CANYON BL,LAUREL TERRACE DR,"(34.1387, -118.3934)",3004 3037 3030 3028 3101 3401 3701 4015
191520634,11/15/2019,11/11/2019,1420,1525,LANKERSHIM BL,HAMLIN ST,"(34.1886, -118.3877)",3006 3028 3030 3032 3037 3101 3401 3701 4009
151517700,9/3/2015,9/3/2015,1420,1514,GENTRY AV,HART ST,"(34.1976, -118.3932)",3006 3030 3028 3037 4026 3104
171507364,2/26/2017,2/26/2017,1445,1595,SUNSHINE TR,LAUREL CANYON BL,"(34.1372, -118.3929)",3004 3037 3026 3101 3401 3701 4026
191518660,10/9/2019,10/9/2019,1450,1523,ARCHWOOD ST,BELLAIRE AV,"(34.1849, -118.4095)",3004 3037 3602 3026 3101 3401 3701 4026
151521538,11/12/2015,11/12/2015,1515,1524,HAMLIN ST,LAUREL CANYON BL,"(34.1885, -118.3965)",3004 3036 3026 3101 3401 3701 4015
191513968,7/13/2019,7/13/2019,1515,1504,LANKERSHIM BL,SHERMAN WY,"(34.2012, -118.3878)",3004 3037 3030 3028 3101 3401 3701 4026
151504428,1/8/2015,1/8/2015,1530,1525,VICTORY BL,AGNES AV,"(34.1867, -118.3954)",3004 3028 3030 3032 3035 3037 3102 3401 3701 4026
181506407,2/15/2018,2/15/2018,1535,1566,RIVERSIDE DR,LANKERSHIM BL,"(34.1523, -118.367)",3101 3401 3701 3002 3034 3026
151509336,4/4/2015,4/4/2015,1545,1596,11200 VENTURA BL,,"(34.1419, -118.3741)",3004 3037 3026 3101 3401 3701 4026
151504668,1/13/2015,1/13/2015,1545,1523,COLDWATER CANYON AV,VICTORY BL,"(34.1867, -118.4137)",3004 3028 3030 3033 3035 3037 3101 3401 3701 4026
161521687,11/16/2016,11/16/2016,1550,1538,FAIR AV,HATTERAS ST,"(34.1758, -118.3746)",3004 3030 3028 3101 3401 4015 3037
181512713,6/12/2018,6/12/2018,1555,1555,CAMARILLO ST,VINELAND AV,"(34.1577, -118.3703)",3036 3004 3025 3101 3401 3701 4026
161517085,8/25/2016,8/25/2016,1615,1591,RHODES AV,CANTURA ST,"(34.1429, -118.403)",3006 3030 3028 3101 3401 3701 4026 3037
171516781,8/10/2017,8/10/2017,1615,1531,BURBANK BL,WHITSETT AV,"(34.1722, -118.4052)",3006 3037 3032 3030 3028 3102 3401 3701 4026
161510675,4/30/2016,4/30/2016,1620,1506,VINELAND AV,VALERIO ST,"(34.2048, -118.3703)",3004 3037 3602 3026 3101 3401 3701 4026
161512333,6/1/2016,6/1/2016,1640,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",3004 3026 3037 3101 3401 3701 4026
151511355,5/13/2015,5/13/2015,1645,1531,COLDWATER CANYON AV,OXNARD ST,"(34.1794, -118.4137)",3006 3037 3025 3602 3101 3401 3701 4026
171511675,5/12/2017,5/12/2017,1650,1589,BARHAM BL,FOREST LAWN DR,"(34.1446, -118.3409)",3004 3037 3034 3028 3101 3401 3701 4026 3002
171517243,8/19/2017,8/19/2017,1650,1545,AGNES AV,MAGNOLIA BL,"(34.1649, -118.3953)",3004 3026 3037 3101 3401 3701 4026
181508851,4/2/2018,4/2/2018,1650,1522,SHERMAN WY,ETHEL AV,"(34.2012, -118.4182)",3004 3036 3026 3101 3401 3701 4026
171509136,3/28/2017,3/28/2017,1700,1555,MAGNOLIA BL,LANKERSHIM BL,"(34.1649, -118.3757)",3004 3037 3026 3101 3401 3701 4026
161504033,12/31/2015,12/31/2015,1710,1599,CAHUENGA BL,BROADLAWN DR,"(34.1343, -118.3591)",3037 3028 3101 3401 3701 4015 3006 3032
171521873,11/3/2017,11/3/2017,1710,1563,LANKERSHIM BL,RIVERSIDE DR,"(34.1512, -118.3864)",0605 3004 3036 3026 3101 3401 3701 4015
171511275,5/1/2017,5/1/2017,1710,1557,MAGNOLIA BL,VINELAND AV,"(34.1649, -118.3704)",3003 3025 3101 3401 3701 4015 3037
151510959,5/5/2015,5/4/2015,1715,1549,FAIR AV,CHANDLER BL,"(34.1695, -118.3659)",3011 3037 3030 3028 3102 3401 3701 4026
161507806,3/9/2016,3/9/2016,1755,1583,VENTURA BL,BIG OAK DR,"(34.1403, -118.3848)",3006 3037 3030 3028 3101 3401 3701 4026
181505052,1/22/2018,1/22/2018,1755,1523,COLDWATER CANYON AV,ERWIN ST,"(34.1831, -118.4137)",3004 3037 3026 3101 3401 3701 4026
161513492,6/20/2016,6/20/2016,1800,1588,CAHUENGA BL,BARHAM BL,"(34.134, -118.345)",3004 3037 3030 3028 3101 3401 3701 4015
171510595,4/23/2017,4/23/2017,1800,1559,5000 E CAHUENGA BL,,"(34.1613, -118.3615)",3004 3030 3028 3037 3101 3401 3701 4026
191508402,3/27/2019,3/26/2019,1800,1512,COLDWATER CA AV,VANOWEN ST,"(34.1973, -118.4116)",3004 3029 3026 3101 3401 3701 4015 3036
161522703,12/7/2016,12/6/2016,1815,1599,CAHUENGA BL,OAKLEY DR,"(34.1329, -118.3559)",3006 3032 3028 3102 3401 3701 4026 3037 3030
161515761,8/1/2016,8/1/2016,1820,1585,VENTURA BL,EUREKA DR,"(34.1406, -118.376)",3004 3037 3026 3101 3401 3701 4026
161513285,6/16/2016,6/16/2016,1830,1555,VINELAND AV,HORTENSE ST,"(34.1545, -118.3703)",3004 3036 3025 3101 3401 3701 4015
151504489,1/10/2015,1/9/2015,1835,1547,BURBANK BL,COLFAX AV,"(34.1722, -118.3877)",3004 3036 3029 3026 3101 3401 3701 4026
161509705,4/13/2016,4/13/2016,1850,1591,LAUREL CANYON BL,DONA DOROTEA DR,"(34.127, -118.3792)",3004 3037 3030 3028 3101 3401 3701 4026
181513532,6/27/2018,6/25/2018,1855,1585,VINELAND AV,AGUA VISTA ST,"(34.143, -118.3727)",3003 3026 3101 3401 3701 4015 3036
161504690,1/14/2016,1/13/2016,1900,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3004 3036 3026 3101 3401 3701 4026
161517086,8/25/2016,8/25/2016,1900,1557,VINELAND AV,HUSTON ST,"(34.16, -118.3704)",3006 3037 3030 3028 3101 3401 3701 4026
181518684,9/29/2018,9/28/2018,1900,1535,LANKERSHIM BL,EMELITA ST,"(34.1766, -118.3817)",3003 3026 3036 3101 3401 3701 4015
151510926,5/5/2015,5/4/2015,1910,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3003 3025 3102 3401 3701 4026 3037
171513455,6/12/2017,6/12/2017,1930,1535,CALIFA ST,LANKERSHIM BL,"(34.1776, -118.3823)",3008 3036 3028 3104 3401 3701 4016
191509518,4/16/2019,4/16/2019,1930,1506,VINELAND AV,SHERMAN WY,"(34.2012, -118.3703)",3004 3037 3029 3026 3101 3401 3701 4026
181504305,1/7/2018,1/7/2018,1930,1503,LAUREL CANYON BL,SHERMAN WY,"(34.2014, -118.3965)",3004 3037 3026 3101 3401 3701 4026
151505320,1/25/2015,1/24/2015,1950,1599,CAHUENGA BL,REGAL PL,"(34.135, -118.3611)",1300 3030 3004 3028 3101 3401 3701 3032 3037 4006
171521787,11/8/2017,11/7/2017,1950,1581,MOORPARK ST,E COLDWATER CA BL,"(34.1478, -118.4071)",3003 3037 3026 3101 3401 3701 4015
151518886,9/26/2015,9/25/2015,1950,1555,HARTSOOK ST,VINELAND AV,"(34.164, -118.3706)",3006 3026 3101 3401 3701 4015 3037
191518171,9/22/2019,9/22/2019,2000,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2012, -118.3965)",3004 3037 3026 3101 3401 3701 4015
181516597,8/21/2018,8/18/2018,2020,1583,VINELAND AV,VANOWEN ST,"(34.1451, -118.3875)",3004 3037 3030 3028 3101 3401 3701 4015
151511214,5/11/2015,5/9/2015,2020,1539,VINELAND BL,AMBOY ST,"(34.1758, -118.3643)",3004 3037 3026 3101 3401 3701 4026
161504142,1/3/2016,1/3/2016,2030,1591,VENTURA BL,FAIRWAY AV,"(34.1447, -118.4097)",3004 3037 3030 3028 3101 3401 3701 4015
181513830,7/3/2018,6/26/2018,2050,1583,RADFORD AV,VENTURA BL,"(34.1437, -118.3929)",3004 3037 3030 3028 3101 3401 3701 4015
181509946,4/23/2018,4/20/2018,2100,1555,BAKMAN AV,OTSEGO ST,"(34.163, -118.3774)",3006 3028 3101 3401 3701 4015 3030 3037
151505797,2/2/2015,1/31/2015,2100,1548,BLAKESLEE AV,WEDDINGTON ST,"(34.167, -118.3724)",0605 3006 3030 3028 3101 3401 3701 4015 3037
161511373,5/13/2016,5/12/2016,2100,1525,HAMLIN ST,RADFORD ST,"(34.1885, -118.3921)",3030 3037 3028 3101 3401 3701 4015 3006
181511059,5/12/2018,5/12/2018,2115,1522,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3004 3037 3030 3028 3101 3401 3701 4009
171508189,3/12/2017,3/12/2017,2115,1506,FAIR AV,VALERIO ST,"(34.2048, -118.3747)",3006 3037 3030 3028 3101 3401 4026
161507289,2/28/2016,2/28/2016,2130,1563,MOORPARK ST,TUJUNGA AV,"(34.1504, -118.379)",3003 3036 3024 3101 3401 3701 4015
151516970,8/22/2015,8/22/2015,2140,1504,SHERMAN WY,HINDS AV,"(34.2012, -118.391)",3006 3030 3037 3028 3101 3401 3701 4026
191506212,2/13/2019,2/12/2019,2220,1503,VANOWEN ST,LAUREL CANYON BL,"(34.194, -118.3965)",3004 3026 3037 3101 3401 3701 4026
151504055,1/2/2015,1/1/2015,2335,1543,BELLINGHAM AV,CHANDLER BL,"(34.1684, -118.3992)",3006 3028 3030 3033 3035 3037 3101 3401 3701 4026
171522394,11/20/2017,11/18/2017,2347,1527,VINELAND,KITTRIDGE,"(34.1903, -118.3703)",3006 3037 3030 3028 3101 3401 3701 4015
181516752,8/25/2018,8/25/2018,1,1566,BLOOMFIELD ST,VINELAND AV,"(34.1493, -118.3703)",3028 3037 3006 3030 3101 3401 3701 4026
181517092,9/1/2018,9/1/2018,1,1521,GAULT ST,ATOLL AV,"(34.1994, -118.4203)",3006 3030 3037 3028 3101 3401 3701 4026
191506952,2/26/2019,2/26/2019,1,1521,SHERMAN WY,ETHEL AV,"(34.2012, -118.4211)",3006 3030 3028 3037 3101 3401 4026
191515486,8/12/2019,8/12/2019,5,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3037 3004 3030 3028 3101 3401 3701 4009
191522332,12/22/2019,12/22/2019,15,1526,VICTORY BL,LANKERSHIM BL,"(34.1867, -118.3878)",3006 3028 3030 3039 3037 3101 3401 3701 4026
171516061,7/31/2017,7/31/2017,17,1517,ARCHWOOD ST,TUJUNGA AV,"(34.1937, -118.3748)",
151523168,12/13/2015,12/13/2015,30,1596,MULHOLLAND DR,LAUREL CANYON BL,"(34.1236, -118.3753)",3004 3037 3034 3026 3101 3401 3701 4026
191520752,11/17/2019,11/17/2019,30,1512,VICTORY BL,FULTON AV,"(34.1973, -118.4116)",3004 3028 3030 3037 3101 3401 3701 4015
151511794,5/21/2015,5/21/2015,50,1581,LAUREL CANYON BL,MOORPARK ST,"(34.1504, -118.3965)",3008 3036 3025 3101 3401 3701 4026
151522739,12/5/2015,12/5/2015,100,1553,KLING ST,BEN AV,"(34.1558, -118.3943)",3006 3037 3030 3028 3101 3401 3701 4026
151522811,12/6/2015,12/6/2015,100,1538,11200 HATTERAS ST,,"(34.1758, -118.3746)",605
181506529,2/17/2018,2/17/2018,100,1539,CRANER AV,CALIFA ST,"(34.1776, -118.3692)",3037 3006 3030 3028 3101 3401 3701 4015
151521599,11/14/2015,11/14/2015,125,1599,WOODROW WILSON DR,CAHUENGA BL,"(34.1284, -118.3568)",3011 3037 3025 3101 3401 3701 4015 3034
181514003,7/6/2018,7/5/2018,130,1532,WHITSETT AV,ERWIN ST,"(34.1831, -118.4052)",3004 3030 3037 3028 3101 3401 3701 4015
151514717,7/11/2015,7/11/2015,135,1549,BURBANK BL,DENNY AV,"(34.1722, -118.3648)",3004 3037 3030 3028 3101 3401 3701 4026
181511705,5/25/2018,5/24/2018,200,1563,MOORPARK ST,COLFAX AV,"(34.1504, -118.3877)",3006 3030 3037 3028 3101 4026 3401 3701
181519162,10/7/2018,10/7/2018,225,1505,BECK AV,LEADWELL ST,"(34.2041, -118.3834)",3006 3037 3030 3028 3101 3401 3701 4026
181518844,10/2/2018,10/1/2018,230,1599,CAHUENGA BL,BARHAM BL,"(34.1284, -118.3472)",3004 3026 3036 3101 3401 3701 4015
181508613,3/29/2018,3/29/2018,252,1599,LANKERSHIM BL,KENTUCKY DR,"(34.1366, -118.3642)",3006 3037 3028 3602 3101 3401 3701 4026
161509934,4/15/2016,4/15/2016,310,1503,SHADYGLADE AV,SATICOY ST,"(34.2085, -118.4023)",3006 3028 3030 3037 3101 3401 3701 4016
171512583,5/28/2017,5/28/2017,315,1504,LANKERSHIM,COHASSET,"(34.2067, -118.3878)",3004 3036 3026 3101 3401 3701 4015
181505864,2/5/2018,2/5/2018,400,1562,LAUREL CANYON BL,WOODBRIDGE ST,"(34.1533, -118.4058)",3006 3037 3030 3028 3101 3401 3701 4015
161511753,5/20/2016,5/20/2016,415,1543,MAGNOLIA BL,WILKINSON AV,"(34.1649, -118.4041)",3037 3030 3028 3101 3401 3701 4015 3006
171510487,4/21/2017,4/21/2017,430,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3004 3030 3028 3101 3401 3701 4026
151507003,3/3/2015,2/23/2015,545,1525,VICTORY BL,LAUREL CANYON BL,"(34.1867, -118.3965)",3004 3036 3029 3101 3401 3701 4015 0605 3026
191519584,10/27/2019,10/27/2019,605,1585,VENTURA BL,ARCH DR,"(34.1419, -118.3741)",
171510044,4/13/2017,4/13/2017,605,1525,OXNARD ST,COLFAX AV,"(34.1794, -118.3877)",3004 3036 3034 3026 3101 3401 3701 4026
151523979,12/29/2015,12/29/2015,610,1562,LAUREL CANYON BL,VENTURA FY,"(34.1544, -118.3965)",3004 3036 3602 3026 3101 3401 3701 4026
171513000,6/5/2017,6/5/2017,622,1544,WHITSETT AV,RIVERSIDE DR,"(34.1576, -118.4052)",3011 3037 3030 3028 3102 3401 3701 4026
161515596,7/29/2016,7/29/2016,700,1532,LAUREL CANYON BL,BURBANK BL,"(34.1722, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4026
161517746,9/7/2016,9/6/2016,700,1532,WHITSETT AV,SYLVAN ST,"(34.1849, -118.4052)",3004 3037 3034 3026 3101 3401 3701 4026
181510588,5/5/2018,5/5/2018,700,1511,SHERMAN WY,ETHEL AV,"(34.2012, -118.4211)",3006 3030 3037 3028 3101 3401 3701 4015
181522082,12/1/2018,11/29/2018,710,1539,OXNARD ST,VINELAND AV,"(34.1794, -118.3703)",3011 3037 3028 3034 3030 3101 3401 3701 4026
181505897,2/6/2018,2/6/2018,715,1599,W CAHUENGA BL,BROADLAWN DR,"(34.1343, -118.3591)",3004 3037 3034 3028 3101 3401 3701 4026
171504502,1/9/2017,1/9/2017,735,1543,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3028 3034 3037 3101 3401 3701 4026
181515158,7/26/2018,7/26/2018,740,1539,CLYBOURN AV,BURBANK BL,"(34.1722, -118.3578)",3011 3037 3034 3026 3101 3401 3701 4026
171514795,7/8/2017,7/7/2017,755,1517,VINELAND AV,KITTRIDGE ST,"(34.1903, -118.3703)",3004 3037 3034 3028 3101 3401 3701 4026
181504746,1/17/2018,1/17/2018,800,1595,LAUREL CANYON BL,CANTON DR,"(34.1322, -118.3837)",3004 3026 3037 3101 3401 3701 4026
151516402,8/12/2015,8/12/2015,800,1548,LANKERSHIM BL,WEDDINGTON ST,"(34.167, -118.3752)",3030 3028 3101 3401 3701 4015 3006 3037
191508351,3/26/2019,3/26/2019,800,1523,BELLAIRE AV,ERWIN ST,"(34.1831, -118.4094)",3026 3101 3401 3701 4026 3036 3004
191517174,9/10/2019,9/10/2019,800,1526,SYLVAN,LANKERSHIM,"(34.1849, -118.3867)",3004 3037 3026 3101 3401 3701 4026
151521093,11/4/2015,11/4/2015,800,1514,GENTRY AV,HART ST,"(34.1976, -118.3932)",3004 3037 3029 3026 3101 3401 3701 4026
181507049,3/1/2018,3/1/2018,800,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",3004 3037 3034 3028 3101 3401 3701 4026
151521407,11/11/2015,11/11/2015,820,1565,MOORPARK ST,BAKMAN AV,"(34.1504, -118.3779)",3006 3037 3034 3028 3101 3401 3701 4026
191504555,1/11/2019,1/10/2019,820,1563,LAUREL CANYON BL,LANDALE ST,"(34.1522, -118.3965)",3037 3004 3028 3030 3101 3401 3701 4015
171511528,5/10/2017,5/10/2017,825,1596,VENTURA BL,FRUITLAND AV,"(34.1411, -118.372)",3008 3037 3026 3101 3401 3701 4026
191521387,12/2/2019,12/2/2019,830,1596,LAUREL CANYON BL,DONA EMILIA DR,"(34.1249, -118.3775)",3004 3026 3037 3101 4026
151512954,6/8/2015,6/3/2015,830,1546,MAGNOLIA BL,LEMP AV,"(34.1649, -118.3845)",0605 3004 3037 3030 3028 3101 3401 3701 4015
181506325,2/14/2018,2/14/2018,830,1513,VANOWEN ST,RHODES AV,"(34.194, -118.403)",3006 3037 3034 3028 3101 3401 3701 4026
171517454,8/23/2017,8/23/2017,840,1502,STRATHERN ST,BELLAIRE AV,"(34.2158, -118.413)",3004 3026 3036 3101 3401 3701 4026
181505896,2/6/2018,2/6/2018,845,1546,WEDDINGTON ST,LEMP AV,"(34.1667, -118.3844)",3006 3037 3034 3028 3101 3401 3701 4026
191519691,10/29/2019,10/29/2019,845,1517,VANOWEN ST,FAIR AV,"(34.194, -118.3746)",3004 3037 3026 3101 3401 3701 4026
181518534,9/26/2018,9/26/2018,845,1512,VANOWEN ST,BELLAIRE AV,"(34.194, -118.4094)",3006 3037 3030 3028 3101 3701 4026
191511446,5/24/2019,5/24/2019,855,1501,SATICOY ST,ETHEL AV,"(34.2074, -118.4182)",3037 3006 3025 3101 3401 3701 4026
191511098,5/24/2019,5/18/2019,900,1555,BAKMAN AV,HUSTON ST,"(34.16, -118.3774)",3037 3006 3030 3028 3101 3401 3701 4026
171507590,3/2/2017,3/2/2017,900,1548,CAHUENGA BL,MAGNOLIA BL,"(34.1649, -118.3615)",3004 3037 3026 3101 3401 3701 4026
151514552,7/8/2015,7/8/2015,915,1581,LAUREL CANYON BL,VENTURA BL,"(34.1478, -118.4071)",3004 3037 3030 3028 3101 3401 3701 4026
161511247,5/11/2016,5/11/2016,925,1547,S HOLLYWOOD FY,MAGNOLIA BL,"(34.1673, -118.3816)",3004 3034 3026 3101 3401 3701 4026 3037
161514462,7/8/2016,7/8/2016,930,1541,CHANDLER BL,WHITSETT AV,"(34.1683, -118.4052)",3004 3036 3026 3101 3401 3701 4026
191512989,6/23/2019,6/23/2019,955,1591,COLDWATER CANYON AV,AVENIDA DEL SOL,"(34.1377, -118.4127)",3004 3026 3037 3101 3401 3701 4026
191521632,12/8/2019,12/8/2019,1015,1547,CAMELLIA AV,CHANDLER BL,"(34.1697, -118.3822)",3011 3037 3034 3030 3028 3101 3401 3701 4026
161523439,12/20/2016,12/20/2016,1020,1535,OXNARD ST,TUJUNGA AV,"(34.1794, -118.379)",3004 3026 3036 3602 3101 3401 3701 4026
151508840,3/27/2015,3/26/2015,1030,1562,MOORPARK ST,RHODES AV,"(34.1504, -118.403)",3006 3037 3030 3028 3101 3401 3701 4015
171509599,3/23/2017,3/23/2017,1030,1513,7000 WHITSETT AV,,"(34.1979, -118.4052)",3006 3028 3030 3037 3101 3401 3701 4015
161512935,6/11/2016,6/11/2016,1030,1522,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",3004 3036 3026 3101 3401 3701 4026
161521411,11/11/2016,11/11/2016,1040,1512,COLDWATER CA AV,VANOWEN ST,"(34.1973, -118.4116)",3004 3037 3026 3101 3401 3701 4015
161513550,6/21/2016,6/21/2016,1050,1532,OXNARD ST,VANTAGE AV,"(34.1794, -118.3976)",3004 3028 3101 3401 3701 4015 3037
161518954,9/28/2016,9/28/2016,1055,1532,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3036 3026 3101 3401 3701 4026 3034
171515714,7/23/2017,7/23/2017,1100,1501,EBELL ST,WORTSER ST,"(34.219, -118.4174)",3006 3030 3037 3028 3101 3701 4026
191519807,10/30/2019,10/30/2019,1105,1501,COLDWATER CANYON BL,SATICOY ST,"(34.2066, -118.4144)",605
