DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes,Lat,Lon
181513322,6/22/2018,2018-06-22,1740,1599,BARHAM BL,CAHUENGA BL,"(34.1286, -118.3471)",3004 3037 3030 3028 3101 3401 3701 4015,34.1286,-118.3471
181519887,10/20/2018,2018-10-20,1745,1516,VANOWEN ST,TUJUNGA AV,"(34.194, -118.379)",3004 3036 3030 3028 3101 3401 3701 4015,34.194,-118.379
181521268,11/15/2018,2018-11-14,1750,1599,VENTURA BL,REGAL PL,"(34.1284, -118.3568)",3004 3025 3037 3101 3401 3701 4015,34.1284,-118.3568
161513750,6/26/2016,2016-06-25,1750,1523,VICTORY BL,GOODLAND AV,"(34.1867, -118.4117)",3004 3036 3029 3026 3101 3401 3701 4026,34.1867,-118.4117
191522610,12/23/2019,2019-12-23,1755,1529,CLEON AV,ERWIN ST,"(34.1831, -118.3681)",3004 3037 3026 3101 4019 3602,34.1831,-118.3681
171520194,10/10/2017,2017-10-10,1758,1532,BURBANK BL,CORTEEN PL,"(34.1722, -118.4019)",3004 3037 3026 3101 3401 3701 4026,34.1722,-118.4019
181510357,4/30/2018,2018-04-30,1800,1595,VENTURA BL,BIG OAK DR,"(34.1403, -118.3848)",3004 3037 3025 3101 3401 3701 4026,34.1403,-118.3848
151514658,7/9/2015,2015-07-09,1800,1557,CAMARILLO ST,CRANER AV,"(34.1577, -118.3691)",3003 3037 3026 3101 3401 3701 4026,34.1577,-118.3691
181506329,2/14/2018,2018-02-08,1805,1506,TUJUNGA AV,SHERMAN WY,"(34.2012, -118.379)",3004 3037 3026 3101 3401 3701 4015,34.2012,-118.379
161522596,12/5/2016,2016-12-04,1805,1522,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4138
191520127,11/6/2019,2019-11-05,1810,1515,VOSE ST,LAUREL CANYON BL,"(34.1985, -118.3965)",3006 3028 3030 3037 3101 3401 3701 4026,34.1985,-118.3965
171508442,3/17/2017,2017-03-16,1810,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4052
161507654,3/4/2016,2016-03-04,1815,1519,KITTRIDGE ST,FULCHER AV,"(34.1909, -118.3654)",3008 3037 3029 3025 3101 3401 3701 4017,34.1909,-118.3654
181508122,3/21/2018,2018-03-18,1830,1555,CAMARILLO ST,TUJUNGA AV,"(34.1576, -118.379)",3004 3037 3029 3101 3401 3701 4015 3026,34.1576,-118.379
191515249,8/7/2019,2019-08-06,1830,1535,LANKERSHIM BL,HATTERAS ST,"(34.1758, -118.3812)",3036 3003 3026 3101 3401 3701 4015,34.1758,-118.3812
171515136,7/14/2017,2017-07-14,1830,1532,OXNARD ST,LAUREL CANYON BL,"(34.1794, -118.3965)",3004 3036 3034 3025 3101 3401 3701 4026,34.1794,-118.3965
181504942,1/20/2018,2018-01-19,1830,1526,LANKERSHIM BL,ERWIN ST,"(34.1831, -118.3867)",3401 3004 3037 3026 3101 3701 4009,34.1831,-118.3867
151513673,6/22/2015,2015-06-21,1830,1513,BABCOCK AV,VANOWEN ST,"(34.194, -118.4073)",0605 3006 3037 3030 3028 3101 3401 3701 4015,34.194,-118.4073
181511091,5/14/2018,2018-05-14,1840,1523,VICTORY BL,MORSE AV,"(34.1849, -118.4095)",3004 3026 3034 3037 3101 3401 3701 4026,34.1849,-118.4095
161507454,3/2/2016,2016-03-02,1850,1544,LAUREL CANYON BL,ADDISON ST,"(34.1613, -118.3965)",3036 3025 3101 3401 3701 4015 3009,34.1613,-118.3965
161511287,5/12/2016,2016-05-11,1900,1541,MAGNOLIA BL,WHITSETT AV,"(34.1649, -118.4052)",3030 3028 3101 3401 3701 4009 3006 3032 3037,34.1649,-118.4052
181504136,1/3/2018,2018-01-03,1930,1562,RIVERSIDE DR,AGNES AV,"(34.1533, -118.4058)",3004 3026 3037 3029 3101 3401 3701 4015,34.1533,-118.4058
181510913,5/11/2018,2018-05-09,1930,1515,VANOWEN ST,HINDS AV,"(34.194, -118.3911)",3004 3026 3036 3101 3401 3701 4015,34.194,-118.3911
181519576,10/16/2018,2018-10-12,1940,1566,VINELAND AV,MOORPARK ST,"(34.1504, -118.3703)",3037 3004 3034 3028 3101 3401 3701 4015,34.1504,-118.3703
181517020,8/30/2018,2018-08-29,1945,1566,RIVERSIDE DR,LANKERSHIM AV,"(34.1523, -118.367)",3006 3030 3028 3037 3101 3401 3701 4026,34.1523,-118.367
191505322,1/27/2019,2019-01-26,1945,1522,VANOWEN ST,FULTON AV,"(34.194, -118.4225)",3004 3030 3037 3101 3401 3701 4026 3028,34.194,-118.4225
151510509,4/27/2015,2015-02-25,1955,1532,OXNARD ST,LAURELGROVE AV,"(34.1794, -118.4008)",3003 3037 3026 3101 3401 3701 4026,34.1794,-118.4008
171524200,12/26/2017,2017-12-14,2000,1589,FORREST LAWN DR,MEMORIAL DR,"(34.1428, -118.3241)",3004 3037 3030 3028 3101 3401 3701 4015,34.1428,-118.3241
151509610,4/9/2015,2015-04-08,2010,1523,WHITSETT AV,HAMLIN ST,"(34.1886, -118.4052)",3004 3036 3030 3028 3101 3401 3701 4015 0605,34.1886,-118.4052
181515237,7/29/2018,2018-07-28,2015,1591,VENTURA BL,LAURELGROVE AV,"(34.1429, -118.403)",3037 3024 3101 3401 3701 4026 3009,34.1429,-118.403
191521731,12/7/2019,2019-12-04,2015,1581,WHITSETT AV,MOORPARK BL,"(34.1504, -118.4052)",605,34.1504,-118.4052
171510879,4/29/2017,2017-04-28,2015,1547,TUJUNGA,MAGNOLIA,"(34.1649, -118.3789)",3004 3036 3026 3101 3401 3701 4026,34.1649,-118.3789
161512938,6/11/2016,2016-06-11,2020,1531,WHITSETT AV,OXNARD ST,"(34.1794, -118.4052)",3006 3037 3028 3101 3401 3701 4026,34.1794,-118.4052
151518079,9/11/2015,2015-09-10,2025,1527,TUJUNGA AV,KITTRIDGE ST,"(34.1903, -118.379)",3006 3037 3025 3101 3401 3701 4026,34.1903,-118.379
181517973,9/17/2018,2018-09-16,2025,1516,VANOWEN ST,BECK AV,"(34.194, -118.3834)",3037 3025 3101 3401 3701 4015 3006 3039,34.194,-118.3834
161510223,4/22/2016,2016-04-20,2030,1585,VENTURA BL,ARCH DR,"(34.1409, -118.3713)",3004 3037 3026 3101 3401 3701 4026,34.1409,-118.3713
161512767,6/9/2016,2016-06-08,2030,1586,LANKERSHIM BL,VALLEY HEART DR,"(34.1419, -118.3609)",3004 3028 3034 3037 3101 3401 3701 4026,34.1419,-118.3609
181519417,10/13/2018,2018-10-12,2030,1502,BELLAIRE AV,SHERMAN WY,"(34.2111, -118.4106)",3004 3037 3029 3026 3101 3401 3701 4026,34.2111,-118.4106
171511316,5/5/2017,2017-05-05,2045,1555,TUJUNGA AV,RIVERSIDE DR,"(34.1588, -118.379)",3004 3037 3026 3101 3401 3701 4010,34.1588,-118.379
161518356,9/19/2016,2016-09-18,2045,1523,KITTRIDGE ST,WHITSETT AV,"(34.1903, -118.4052)",3036 3024 3101 3401 3701 4026 3009,34.1903,-118.4052
191510652,5/6/2019,2019-05-06,2045,1521,6900 FULTON AV,,"(34.1959, -118.4225)",3004 3037 3030 3028 3101 3401 3701 4015,34.1959,-118.4225
181505405,1/29/2018,2018-01-27,2055,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",,34.194,-118.4052
171516792,8/10/2017,2017-08-10,2100,1527,11100 VICTORY BL,,"(34.1867, -118.3728)",3003 3037 3026 3101 3401 3701 4015,34.1867,-118.3728
181520796,11/6/2018,2018-11-05,2100,1516,BECK AV,KITTRIDGE ST,"(34.1903, -118.3834)",3004 3037 3030 3028 3101 3401 3701 4026,34.1903,-118.3834
161512579,6/6/2016,2016-06-05,2100,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4052
151521290,11/9/2015,2015-11-08,2110,1504,SHERMAN WY,LANKERSHIM BL,"(34.2012, -118.3878)",3004 3030 3028 3101 3401 3701 3037 4026,34.2012,-118.3878
161508649,3/19/2016,2016-03-19,2120,1535,BURBANK BL,LANKERSHIM BL,"(34.1722, -118.379)",3026 3101 3401 3701 4015 3009 3037,34.1722,-118.379
171510606,4/24/2017,2017-04-23,2125,1543,5200 CORTEEN PL,,"(34.1649, -118.4019)",3004 3036 3030 3028 3101 3401 3701 4015,34.1649,-118.4019
171510516,4/20/2017,2017-04-20,2125,1531,OXNARD,BELLAIRE,"(34.1794, -118.4094)",3004 3037 3029 3026 3101 3401 3701 4015,34.1794,-118.4094
151520982,11/3/2015,2015-11-02,2130,1543,BURBANK BL,RHODES AV,"(34.1722, -118.4031)",3003 3037 3029 3025 3101 3401 3701 4026,34.1722,-118.4031
161522867,12/9/2016,2016-12-08,2135,1589,FOREST LAWN DR,MEMORIAL DR,"(34.1473, -118.3317)",3004 3028 3030 3037 3101 3401 3701 4009,34.1473,-118.3317
151516962,8/22/2015,2015-08-21,2135,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",3004 3037 3026 3101 3401 3701 4026,34.194,-118.4052
161518462,9/20/2016,2016-09-17,2155,1529,CLEON AV,ERWIN ST,"(34.1831, -118.3681)",3006 3037 3028 3602 3101 3401 3701 4015,34.1831,-118.3681
171523003,12/2/2017,2017-12-02,2200,1513,GAULT ST,WHITSETT AV,"(34.1994, -118.4052)",3006 3030 3037 3028 3101 3401 3701 4026,34.1994,-118.4052
151510823,4/30/2015,2015-04-30,2230,1581,WHITSETT AV,MOORPARK ST,"(34.1504, -118.4052)",3004 3026 3101 3401 3701 4015 3036,34.1504,-118.4052
181507935,3/17/2018,2018-03-16,2230,1532,OXNARD ST,SHADYGLADE AV,"(34.1797, -118.4014)",3037 3026 3101 3401 3701 4026 3009,34.1797,-118.4014
171519243,9/23/2017,2017-09-22,2240,1599,BARHAM BL,CAHUENGA BL,"(34.1286, -118.3471)",3004 3037 3030 3028 3101 3401 3701 4026,34.1286,-118.3471
191507877,3/16/2019,2019-03-15,2240,1583,LAUREL CANYON BL,VALLEY SPRING,"(34.1467, -118.3964)",3006 3037 3028 3039 3101 3401 3701 4026,34.1467,-118.3964
191513622,7/7/2019,2019-07-06,2250,1544,LAUREL CANYON BL,RIVERSIDE DR,"(34.1576, -118.3965)",3039 3004 3037 3028 3101 3401 3701 4026,34.1576,-118.3965
181509203,4/6/2018,2018-04-06,2300,1569,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3004 3101 3401 3701 4015 3025 3037,34.1522,-118.3615
151505691,1/31/2015,2015-01-30,2300,1548,WEDDINGTON ST,BLAKESLEE AV,"(34.167, -118.3724)",3006 3037 3030 3028 3101 3401 3701 4026,34.167,-118.3724
181512192,6/3/2018,2018-06-02,2340,1547,BURBANK BL,LEMP AV,"(34.1722, -118.3844)",3004 3037 3038 3026 3101 3401 3701 4026,34.1722,-118.3844
151518084,9/10/2015,2015-09-10,2345,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3006 3037 3025 3101 3401 3701 4026,34.1413,-118.3877
191507026,2/27/2019,2019-02-26,2345,1501,WILLARD ST,FULTON AV,"(34.2181, -118.4189)",3006 3037 3028 3030 3101 3401 3701 4026,34.2181,-118.4189
151510173,4/20/2015,2015-04-20,2359,1548,WEDDINGTON ST,BLAKESLEE AV,"(34.167, -118.3724)",3006 3037 3030 3028 3101 3401 3701 4026,34.167,-118.3724
171512147,5/22/2017,2017-05-22,5,1527,VINELAND AV,VICTORY BL,"(34.1867, -118.3703)",3008 3025 3101 3401 3701 4026,34.1867,-118.3703
171513240,6/9/2017,2017-06-08,30,1591,LAUREL CANYON BL,DONA PEGITA DR,"(34.1319, -118.382)",3004 3037 3026 3101 3401 3701 4026,34.1319,-118.382
191519454,10/21/2019,2019-10-19,38,1583,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3004 3037 3026 3101 3401 3701 4015,34.1413,-118.3877
191509399,4/14/2019,2019-04-13,100,1591,VENTURA BL,COLDWATER CANYON AV,"(34.1451, -118.4137)",3004 3030 3101 3401 3701 4015 3028 3037,34.1451,-118.4137
151519198,10/3/2015,2015-10-03,100,1546,MCCORMICK ST,COLFAX AV,"(34.1659, -118.3877)",3030 3028 3037 3101 3401 3701 4026 3006,34.1659,-118.3877
171505349,1/24/2017,2017-01-24,125,1538,VINELAND AV,TIARA ST,"(34.1785, -118.3703)",3006 3037 3028 3101 3401 3701 4026,34.1785,-118.3703
181518919,10/3/2018,2018-10-03,130,1506,ELMER AV,VALERIO ST,"(34.2048, -118.3769)",3006 3037 3030 3028 3101 3401 3701 4026,34.2048,-118.3769
171514075,6/24/2017,2017-06-24,155,1591,LAUREL CANYON,LAUREL TERRACE,"(34.1387, -118.3934)",3004 3036 3025 3101 3401 3701 4015,34.1387,-118.3934
151506145,2/9/2015,2015-02-09,200,1585,VINELAND AV,BLUFFSIDE DR,"(34.1421, -118.3703)",3011 3028 3033 3034 3037 3101 3401 3701 4015,34.1421,-118.3703
191505256,1/26/2019,2019-01-26,240,1591,LAUREL CANYON BL,VENTURA BL,"(34.1436, -118.3953)",3004 3036 3026 3101 3401 3701 4026,34.1436,-118.3953
161511172,5/8/2016,2016-05-08,250,1524,VICTORY BL,SAINT CLAIR AV,"(34.1867, -118.3997)",3004 3029 3025 3101 3401 3701 4015 3037,34.1867,-118.3997
171509774,4/8/2017,2017-04-07,300,1599,3700 FREDONIA DR,,"(34.1336, -118.3619)",3006 3037 3030 3028 3101 3401 3701 4026,34.1336,-118.3619
171507711,7/19/2017,2017-03-04,335,1596,LANKERSHIM,CAHUENGA,"(34.1372, -118.3633)",4015 3006 3033 3037 3035 3028 3101 3401 3701,34.1372,-118.3633
181507015,2/28/2018,2018-02-28,655,1505,SATICOY ST,LEMP AV,"(34.2085, -118.3845)",4026 3004 3036 3026 3101 3401 3701,34.2085,-118.3845
161506828,2/20/2016,2016-02-20,700,1511,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3037 3602 3029 3026 3101 3401 3701 4026 3004,34.2012,-118.4225
161518953,9/27/2016,2016-09-27,725,1548,VINELAND AV,WEDDINGTON ST,"(34.167, -118.3703)",3004 3036 3025 3101 3401 3701 4015,34.167,-118.3703
161509267,4/7/2016,2016-04-07,740,1526,TUJUNGA AV,VICTORY BL,"(34.1867, -118.379)",3004 3037 3030 3028 3101 3401 3701 4026,34.1867,-118.379
191505422,1/29/2019,2019-01-28,745,1566,MOORPARK ST,VINELAND AV,"(34.1504, -118.3703)",3004 3037 3028 3030 3101 3401 3701 4015,34.1504,-118.3703
161520357,10/24/2016,2016-10-24,745,1526,VICTORY BL,TROOST AV,"(34.1867, -118.3865)",3004 3036 3026 3101 3401 3701 4026,34.1867,-118.3865
161505588,1/26/2016,2016-01-26,750,1543,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3003 3036 3602 3026 3101 3401 3701 4015,34.1687,-118.3965
171520363,10/13/2017,2017-10-13,750,1503,LAUREL CANYON BL,VANOWEN ST,"(34.194, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4026,34.194,-118.3965
191512756,6/19/2019,2019-06-19,755,1595,DECENTE DR,BERRY DR,"(34.1367, -118.3809)",3004 3036 3034 3028 3101 3401 3701 4026,34.1367,-118.3809
171504987,1/17/2017,2017-01-17,755,1529,CLYBOURN AV,OXNARD ST,"(34.1794, -118.3588)",3004 3036 3026 3101 3401 3701 4015,34.1794,-118.3588
171506261,2/2/2017,2017-01-31,800,1581,MOORPARK ST,WHITSETT AV,"(34.1504, -118.4052)",3006 3030 3028 3101 3401 4015 3037,34.1504,-118.4052
191504313,1/7/2019,2018-01-07,800,1532,VICTORY BL,HOLLYWOOD FY,"(34.1867, -118.4015)",3004 3037 3026 3101 3401 3701 4026,34.1867,-118.4015
161518533,9/14/2016,2016-09-14,810,1525,LANKERSHIM BL,HAMLIN ST,"(34.1886, -118.3877)",3004 3036 3029 3026 3101 3401 3701 4015,34.1886,-118.3877
151514263,7/2/2015,2015-07-02,824,1502,BELLAIRE AV,STRATHERN ST,"(34.2158, -118.413)",3004 3037 3034 3028 3101 3401 3701 4026,34.2158,-118.413
161511846,5/23/2016,2016-05-23,830,1591,VENTURA BL,LAUREL CANYON BL,"(34.1436, -118.3953)",3004 3037 3030 3028 3101 3401 3701 4015,34.1436,-118.3953
161520076,10/19/2016,2016-10-19,840,1567,RIVERSIDE DR,CAHUENGA BL,"(34.1522, -118.3615)",3004 3036 3026 3101 3401 3701 4026,34.1522,-118.3615
151511280,5/12/2015,2015-05-12,845,1569,RIVERSIDE DR,CAHUENGA BL,"(34.1522, -118.3615)",3004 3036 3026 3101 3401 3701 4026,34.1522,-118.3615
151511378,5/14/2015,2015-05-12,845,1514,VANOWEN ST,BEN AV,"(34.194, -118.3943)",0605 3006 3030 3028 3101 3401 3701 4015 3037,34.194,-118.3943
181518178,9/20/2018,2018-09-20,855,1526,OXNARD ST,BECK AV,"(34.1794, -118.3822)",3008 3026 3036 3101 3401 3701 4026,34.1794,-118.3822
191516515,8/30/2019,2019-08-30,910,1583,LAUREL CANYON BL,WOODBRIDGE ST,"(34.1486, -118.3965)",3037 3004 3026 3101 3401 3701 4026,34.1486,-118.3965
191516407,8/17/2019,2019-08-17,915,1591,12200 VENTURA BL,,"(34.1434, -118.3978)",0605 1300,34.1434,-118.3978
161507455,3/3/2016,2016-03-03,915,1562,MOORPARK ST,RHODES AV,"(34.1504, -118.403)",3004 3036 3026 3101 3401 3701 4026,34.1504,-118.403
191520021,10/29/2019,2019-10-29,945,1523,COLDWATER CANYON AV,OXNARD ST,"(34.1794, -118.4137)",3401 3004 3036 3602 3026 3101 3701 4015,34.1794,-118.4137
171522058,11/13/2017,2017-11-13,945,1503,LAUREL,SATICOY,"(34.2003, -118.4002)",3004 3036 3026 3101 3401 3701 4026,34.2003,-118.4002
191514668,7/25/2019,2019-07-25,955,1596,VINELAND AV,VENTURA BL,"(34.1405, -118.3702)",3004 3037 3029 3026 3101 3401 3701 4026,34.1405,-118.3702
161520077,10/19/2016,2016-10-19,955,1503,LAUREL CANYON BL,RUNNYMEDE ST,"(34.2058, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.2058,-118.3965
161522077,11/24/2016,2016-11-24,1005,1544,LAUREL CANYON BL,MAGNOLIA BL,"(34.1649, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4026,34.1649,-118.3965
161521375,11/11/2016,2016-11-11,1010,1563,COLFAX AV,SARAH ST,"(34.154, -118.3877)",3004 3037 3026 3101 3401 3701 4026,34.154,-118.3877
151508150,3/12/2015,2015-03-12,1015,1514,KITTRIDGE ST,AGNES AV,"(34.1903, -118.3954)",0605 3006 3030 3028 3101 3401 3701 4015 3037,34.1903,-118.3954
181512013,5/31/2018,2018-05-31,1020,1512,BELLAIRE AV,BASSETT ST,"(34.1958, -118.4094)",,34.1958,-118.4094
161520163,10/20/2016,2016-10-20,1035,1559,STROHM AV,OTSEGO ST,"(34.1631, -118.3593)",3006 3037 3025 3101 3401 3701 4026,34.1631,-118.3593
171514479,7/1/2017,2017-07-01,1100,1581,COLDWATER CANYON AV,BLOOMFIELD ST,"(34.1493, -118.4138)",3004 3037 3026 3101 3401 3701 4015,34.1493,-118.4138
151514687,7/10/2015,2015-07-08,1100,1545,RIVERSIDE DR,MORELLA AV,"(34.1577, -118.39)",3004 3037 3030 3028 3101 3401 3701 4026,34.1577,-118.39
161515807,8/2/2016,2016-08-02,1100,1523,VICTORY BL,BELLINGHAM AV,"(34.1849, -118.4095)",3004 3036 3025 3101 3401 3701 4026,34.1849,-118.4095
171522642,11/25/2017,2017-11-25,1105,1563,TUJUNGA AV,MOORPARK ST,"(34.1504, -118.379)",3004 3037 3034 3026 3101 3401 3701 4026 3002,34.1504,-118.379
161512044,5/27/2016,2016-05-27,1115,1521,FULTON AV,SHERMAN WY,"(34.2012, -118.4225)",3004 3025 3036 3101 3401 3701 4026,34.2012,-118.4225
171520896,10/23/2017,2017-10-23,1130,1563,LAUREL CANYON BL,LANDALE ST,"(34.1522, -118.3965)",3006 3030 3028 3037 3101 3401 3701 4026,34.1522,-118.3965
171520101,10/7/2017,2017-10-07,1130,1549,CAHUENGA,CUMPSTON,"(34.17, -118.3615)",3004 3036 3026 3101 3401 3701 4015,34.17,-118.3615
161511932,5/24/2016,2016-05-24,1130,1514,VANOWEN ST,LAUREL CANYON BL,"(34.194, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4015,34.194,-118.3965
181511446,5/18/2018,2018-05-18,1150,1526,VICTORY BL,BECK AV,"(34.1867, -118.3834)",3004 3026 3101 3401 3701 4015 3036,34.1867,-118.3834
171506999,2/20/2017,2017-02-20,1200,1581,MOORPARK ST,MORSE AV,"(34.1504, -118.416)",3006 3030 3028 3101 3401 3701 4026 3037,34.1504,-118.416
171515052,7/11/2017,2017-07-11,1200,1557,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3037 3030 3028 3101 3401 3701 4015,34.1577,-118.3703
191517756,9/23/2019,2019-09-21,1200,1527,COLLINS ST,LANKERSHIM BL,"(34.1849, -118.3746)",3003 3026 3036 3101 3401 3701 4015,34.1849,-118.3746
151511125,5/8/2015,2015-05-08,1215,1596,VENTURA BL,VINELAND AV,"(34.1405, -118.3702)",3004 3037 3025 3101 3401 3701 4026,34.1405,-118.3702
181513227,6/22/2018,2018-06-22,1215,1567,LANKERSHIM BL,MOORPARK ST,"(34.1504, -118.3658)",3003 3036 3025 3101 3401 3701 4015,34.1504,-118.3658
181508365,3/25/2018,2018-03-25,1217,1549,ELMER AV,BURBANK BL,"(34.1722, -118.3763)",3006 3030 3028 3037 3101 3401 3701 4026,34.1722,-118.3763
171504789,1/13/2017,2017-01-13,1230,1545,COLFAX AV,RIVERSIDE DR,"(34.1577, -118.3877)",4026 3004 3026 3035 3037 3033 3101 3401 3701 3602,34.1577,-118.3877
161523451,12/14/2016,2016-12-14,1230,1544,LAUREL CANYON BL,MAGNOLIA BL,"(34.1649, -118.3965)",3004 3025 3037 3602 3101 3401 3701 4015,34.1649,-118.3965
191510050,4/27/2019,2019-04-27,1255,1522,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3004 3037 3602 3026 3101 3401 3701 4026,34.1867,-118.4137
171511853,5/16/2017,2017-05-16,1300,1599,CAHUENGA BL,BARBARA CT,"(34.1284, -118.3472)",3004 3036 3026 3101 3401 3701 4015,34.1284,-118.3472
161509144,4/4/2016,2016-04-04,1300,1519,SATSUMA AV,VANOWEN ST,"(34.194, -118.367)",3012 3030 3028 3101 3401 3701 4026 3037,34.194,-118.367
151504765,1/14/2015,2015-01-14,1320,1527,VINELAND AV,VICTORY BL,"(34.1867, -118.3703)",0605 3004 3036 3030 3028 3101 3401 3701 4015,34.1867,-118.3703
161507919,3/10/2016,2016-03-10,1330,1567,LANKERSHIM BL,RIVERSIDE DR,"(34.1523, -118.367)",3004 3037 3026 3101 3401 3701 4015,34.1523,-118.367
191512643,6/17/2019,2019-05-30,1330,1535,HAZELHURST PL,OXNARD,"(34.1758, -118.3834)",1300 0605 1501,34.1758,-118.3834
151513205,6/11/2015,2015-06-10,1335,1547,TUJUNGA AV,OTSEGO ST,"(34.163, -118.379)",0605 3006 3028 3101 3401 3701 3030 3037 4015,34.163,-118.379
191513385,7/1/2019,2019-06-28,1340,1555,VINELAND AV,HUSTON ST,"(34.16, -118.3704)",3004 3037 3030 3028 3101 3401 3701 4015,34.16,-118.3704
181513777,7/2/2018,2018-07-02,1340,1525,VICTORY BL,MORELLA AV,"(34.1867, -118.3899)",3004 3029 3026 3101 3401 3701 4026,34.1867,-118.3899
161513513,6/21/2016,2016-06-21,1415,1565,VINELAND AV,AQUA VISTA ST,"(34.1493, -118.3759)",3004 3037 3025 3101 3401 3701 4026,34.1493,-118.3759
181506619,2/20/2018,2018-02-20,1425,1581,LAUREL CANYON BL,VALLEYHEART DR,"(34.1467, -118.3964)",3004 3037 3029 3026 3101 3401 3701 4026,34.1467,-118.3964
151523431,12/17/2015,2015-12-17,1425,1511,COLDWATER CANYON AV,SHERMAN WY,"(34.2012, -118.4138)",3004 3036 3026 3101 3401 3701 4026,34.2012,-118.4138
191507388,3/5/2019,2019-03-05,1443,1539,BURBANK BL,CLYBOURN AV,"(34.1722, -118.3583)",3004 3037 3029 3026 3101 3401 3701 4026,34.1722,-118.3583
181512382,6/7/2018,2018-06-06,1500,1583,VENTURA BL,TUJUNGA AV,"(34.1399, -118.3789)",3101 3006 3028 3030 3032 3037 3401 3701 4016,34.1399,-118.3789
171519063,6/17/2017,2017-06-15,1500,1565,VINELAND AV,HIGHWAY 101 FY,"(34.1493, -118.3759)",0605 3004 3037 3025 3101 3701 4015,34.1493,-118.3759
171509538,3/31/2017,2017-03-31,1510,1526,6000 HAZELHURST PL,,"(34.1794, -118.3856)",3006 3030 3037 3028 3101 3401 3701 4015,34.1794,-118.3856
181522355,12/6/2018,2018-12-05,1510,1504,RADFORD AV,WYANDOTTE ST,"(34.203, -118.3921)",3004 3036 3025 3101 3401 3701 4015,34.203,-118.3921
151509815,4/13/2015,2015-04-10,1515,1555,MAGNOLIA BL,BAKMAN AV,"(34.1649, -118.3774)",3004 3037 3030 3028 3101 3401 3701 4015 0605,34.1649,-118.3774
171504912,1/16/2017,2017-01-15,1530,1532,OXNARD ST,WILKINSON AV,"(34.1794, -118.404)",3004 3026 3101 3401 3701 4026 3037,34.1794,-118.404
181512940,6/16/2018,2018-06-16,1540,1526,BECK AV,ERWIN ST,"(34.1831, -118.3834)",3006 3037 3025 3101 3401 3701 4026,34.1831,-118.3834
161510122,4/20/2016,2016-04-20,1540,1508,SATICOY ST,CLYBOURN AV,"(34.2085, -118.3632)",3004 3037 3026 3101 3401 3701 4026,34.2085,-118.3632
171523339,12/9/2017,2017-12-09,1550,1563,TUJUNGA AV,MOORPARK ST,"(34.1504, -118.379)",3004 3036 3026 3101 3401 3701 4026,34.1504,-118.379
181520648,11/3/2018,2018-11-03,1550,1506,VINELAND AV,SHERMAN WY,"(34.2012, -118.3703)",3004 3037 3028 3101 3401 3701 4026,34.2012,-118.3703
191511415,5/23/2019,2019-05-23,1555,1585,RIVERTON AV,VENTURA BL,"(34.143, -118.3727)",3004 3037 3026 3101 3401 3701 4026,34.143,-118.3727
191515848,8/18/2019,2019-08-18,1555,1555,OTSEGO ST,FAIR AV,"(34.163, -118.3746)",4009 3004 3026 3029 3036 3101 3401 3701,34.163,-118.3746
191504915,1/18/2019,2019-01-12,1600,1522,VANOWEN,COLDWATER CA,"(34.1936, -118.4166)",3006 3030 3028 3101 3401 3701 4026,34.1936,-118.4166
181520674,11/4/2018,2018-11-03,1600,1512,BELLAIRE,SHERMAN WY,"(34.2012, -118.4094)",3004 3037 3030 3028 3102 3401 3701 4015 0605,34.2012,-118.4094
161520555,10/26/2016,2016-10-26,1610,1547,BURBANK BL,COLFAX AV,"(34.1722, -118.3877)",3006 3037 3030 3032 3028 3102 3401 3701 4026,34.1722,-118.3877
191507875,3/15/2019,2019-03-15,1615,1535,TIARA ST,LANKERSHIM BL,"(34.1785, -118.3828)",605,34.1785,-118.3828
161514345,6/27/2016,2016-06-27,1620,1517,VANOWEN ST,FAIR AV,"(34.194, -118.3746)",3004 3036 3026 3101 3401 3701 4015,34.194,-118.3746
151509067,3/31/2015,2015-03-31,1630,1596,VENTURA BL,VINELAND AV,"(34.1405, -118.3702)",3008 3037 3025 3102 3401 3701 4026,34.1405,-118.3702
